"left.time","right.time","censor","id","year.cap1","year.cap2","year.cap3","left.age","right.age","brood"
263,265,1,"17055-01-2017",0,0,1,2,4,138
263,267,1,"17055-02-2017",0,0,1,2,6,138
263,280,1,"17055-03-2017",0,0,1,2,19,138
263,348,1,"17055-04-2017",0,0,1,2,87,138
263,303,1,"17055-05-2017",0,0,1,2,42,138
303,309,0,"17055-05-2017",0,0,1,42,48,138
263,282,1,"17055-07-2017",0,0,1,2,21,138
262,327,1,"17057-01-2017",0,0,1,3,68,139
262,341,1,"17057-02-2017",0,0,1,3,82,139
262,344,1,"17057-03-2017",0,0,1,3,85,139
262,277,1,"17057-04-2017",0,0,1,3,18,139
262,277,1,"17057-05-2017",0,0,1,3,18,139
253,259,1,"17059-01-2017",0,0,1,2,8,140
259,260,0,"17059-01-2017",0,0,1,8,9,140
253,255,1,"17059-02-2017",0,0,1,2,4,140
255,258,0,"17059-02-2017",0,0,1,4,7,140
253,259,1,"17059-03-2017",0,0,1,2,8,140
259,260,0,"17059-03-2017",0,0,1,8,9,140
253,259,1,"17059-04-2017",0,0,1,2,8,140
259,260,0,"17059-04-2017",0,0,1,8,9,140
253,259,1,"17059-05-2017",0,0,1,2,8,140
259,260,0,"17059-05-2017",0,0,1,8,9,140
